,Year,Region,Round,Seed,Team,Location,OpponentSeed,Opponent,WinningTeam
1514,1993,southeast,1,4,Iowa,"Nashville, TN",13,Louisiana-Monroe,Iowa
1515,1993,southeast,1,6,Kansas State,"Orlando, FL",11,Tulane,Tulane
1516,1993,southeast,1,3,Florida State,"Orlando, FL",14,Evansville,Florida State
1517,1993,southeast,1,7,Western Kentucky,"Orlando, FL",10,Memphis,Western Kentucky
1518,1993,southeast,1,2,Seton Hall,"Orlando, FL",15,Tennessee State,Seton Hall
1519,1993,southeast,2,1,Kentucky,"Nashville, TN",8,Utah,Kentucky
1520,1993,southeast,2,5,Wake Forest,"Nashville, TN",4,Iowa,Wake Forest
1521,1993,southeast,2,11,Tulane,"Orlando, FL",3,Florida State,Florida State
1522,1993,southeast,2,7,Western Kentucky,"Orlando, FL",2,Seton Hall,Western Kentucky
1523,1993,southeast,3,1,Kentucky,"Charlotte, NC",5,Wake Forest,Kentucky
1524,1993,southeast,3,3,Florida State,"Charlotte, NC",7,Western Kentucky,Florida State
1525,1993,southeast,4,1,Kentucky,"Charlotte, NC",3,Florida State,Kentucky
1526,1993,west,1,1,Michigan,"Tucson, AZ",16,Coastal Carolina,Michigan
1527,1993,west,1,8,Iowa State,"Tucson, AZ",9,UCLA,UCLA
1528,1993,west,1,5,New Mexico,"Tucson, AZ",12,George Washington,George Washington
1529,1993,west,1,4,Georgia Tech,"Tucson, AZ",13,Southern,Southern
1530,1993,west,1,6,Illinois,"Salt Lake City, UT",11,Long Beach State,Illinois
1531,1993,west,1,3,Vanderbilt,"Salt Lake City, UT",14,Boise State,Vanderbilt
1532,1993,west,1,7,Temple,"Salt Lake City, UT",10,Missouri,Temple
1533,1993,west,1,2,Arizona,"Salt Lake City, UT",15,Santa Clara,Santa Clara
1534,1993,west,2,1,Michigan,"Tucson, AZ",9,UCLA,Michigan
1535,1993,west,2,12,George Washington,"Tucson, AZ",13,Southern,George Washington
1536,1993,west,2,6,Illinois,"Salt Lake City, UT",3,Vanderbilt,Vanderbilt
1537,1993,west,2,7,Temple,"Salt Lake City, UT",15,Santa Clara,Temple
1538,1993,west,3,1,Michigan,"Seattle, WA",12,George Washington,Michigan
1539,1993,west,3,3,Vanderbilt,"Seattle, WA",7,Temple,Temple
1540,1993,west,4,1,Michigan,"Seattle, WA",7,Temple,Michigan
1541,1993,final four,5,1,UNC,"New Orleans, LA",2,Kansas,UNC
1542,1993,final four,5,1,Kentucky,"New Orleans, LA",1,Michigan,Michigan
1543,1993,final four,6,1,UNC,"New Orleans, LA",1,Michigan,UNC
1544,1992,east,1,1,Duke,"Greensboro, NC",16,Campbell,Duke
1545,1992,east,1,8,Texas,"Greensboro, NC",9,Iowa,Iowa
1546,1992,east,1,5,Missouri,"Greensboro, NC",12,West Virginia,Missouri
1547,1992,east,1,4,Seton Hall,"Greensboro, NC",13,La Salle,Seton Hall
1548,1992,east,1,6,Syracuse,"Worcester, MA",11,Princeton,Syracuse
1549,1992,east,1,3,UMass,"Worcester, MA",14,Fordham,UMass
1550,1992,east,1,7,Charlotte,"Worcester, MA",10,Iowa State,Iowa State
1551,1992,east,1,2,Kentucky,"Worcester, MA",15,Old Dominion,Kentucky
1552,1992,east,2,1,Duke,"Greensboro, NC",9,Iowa,Duke
1553,1992,east,2,5,Missouri,"Greensboro, NC",4,Seton Hall,Seton Hall
1554,1992,east,2,6,Syracuse,"Worcester, MA",3,UMass,UMass
1555,1992,east,2,10,Iowa State,"Worcester, MA",2,Kentucky,Kentucky
1556,1992,east,3,1,Duke,"Philadelphia, PA",4,Seton Hall,Duke
1557,1992,east,3,3,UMass,"Philadelphia, PA",2,Kentucky,Kentucky
1558,1992,east,4,1,Duke,"Philadelphia, PA",2,Kentucky,Duke
1559,1992,midwest,1,1,Kansas,"Dayton, OH",16,Howard,Kansas
1560,1992,midwest,1,8,Evansville,"Dayton, OH",9,UTEP,UTEP
1561,1992,midwest,1,5,Michigan State,"Dayton, OH",12,Missouri State,Michigan State
1562,1992,midwest,1,4,Cincinnati,"Dayton, OH",13,Delaware,Cincinnati
1563,1992,midwest,1,6,Memphis,"Milwaukee, WI",11,Pepperdine,Memphis
1564,1992,midwest,1,3,Arkansas,"Milwaukee, WI",14,Murray State,Arkansas
1565,1992,midwest,1,7,Georgia Tech,"Milwaukee, WI",10,Houston,Georgia Tech
1566,1992,midwest,1,2,USC,"Milwaukee, WI",15,Louisiana-Monroe,USC
1567,1992,midwest,2,1,Kansas,"Dayton, OH",9,UTEP,UTEP
1568,1992,midwest,2,5,Michigan State,"Dayton, OH",4,Cincinnati,Cincinnati
1569,1992,midwest,2,6,Memphis,"Milwaukee, WI",3,Arkansas,Memphis
1570,1992,midwest,2,7,Georgia Tech,"Milwaukee, WI",2,USC,Georgia Tech
1571,1992,midwest,3,9,UTEP,"Kansas City, MO",4,Cincinnati,Cincinnati
1572,1992,midwest,3,6,Memphis,"Kansas City, MO",7,Georgia Tech,Memphis
1573,1992,midwest,4,4,Cincinnati,"Kansas City, MO",6,Memphis,Cincinnati
1574,1992,southeast,1,1,Ohio State,"Cincinnati, OH",16,Mississippi Valley State,Ohio State
1575,1992,southeast,1,8,Nebraska,"Cincinnati, OH",9,UConn,UConn
1576,1992,southeast,1,5,Alabama,"Cincinnati, OH",12,Stanford,Alabama
1577,1992,southeast,1,4,UNC,"Cincinnati, OH",13,Miami (OH),UNC
1578,1992,southeast,1,6,Michigan,"Atlanta, GA",11,Temple,Michigan
1579,1992,southeast,1,3,Arizona,"Atlanta, GA",14,ETSU,ETSU
1580,1992,southeast,1,7,St. John's (NY),"Atlanta, GA",10,Tulane,Tulane
1581,1992,southeast,1,2,Oklahoma State,"Atlanta, GA",15,Georgia Southern,Oklahoma State
1582,1992,southeast,2,1,Ohio State,"Cincinnati, OH",9,UConn,Ohio State
1583,1992,southeast,2,5,Alabama,"Cincinnati, OH",4,UNC,UNC
1584,1992,southeast,2,6,Michigan,"Atlanta, GA",14,ETSU,Michigan
1585,1992,southeast,2,10,Tulane,"Atlanta, GA",2,Oklahoma State,Oklahoma State
1586,1992,southeast,3,1,Ohio State,"Lexington, KY",4,UNC,Ohio State
1587,1992,southeast,3,6,Michigan,"Lexington, KY",2,Oklahoma State,Michigan
1588,1992,southeast,4,1,Ohio State,"Lexington, KY",6,Michigan,Michigan
1589,1992,west,1,1,UCLA,"Tempe, AZ",16,Robert Morris,UCLA
1590,1992,west,1,8,Louisville,"Tempe, AZ",9,Wake Forest,Louisville
1591,1992,west,1,5,DePaul,"Tempe, AZ",12,New Mexico State,New Mexico State
1592,1992,west,1,4,Oklahoma,"Tempe, AZ",13,Louisiana-Lafayette,Louisiana-Lafayette
1593,1992,west,1,6,Georgetown,"Boise, ID",11,South Florida,Georgetown
1594,1992,west,1,3,Florida State,"Boise, ID",14,Montana,Florida State
1595,1992,west,1,7,LSU,"Boise, ID",10,BYU,LSU
1596,1992,west,1,2,Indiana,"Boise, ID",15,Eastern Illinois,Indiana
1597,1992,west,2,1,UCLA,"Tempe, AZ",8,Louisville,UCLA
1598,1992,west,2,12,New Mexico State,"Tempe, AZ",13,Louisiana-Lafayette,New Mexico State
1599,1992,west,2,6,Georgetown,"Boise, ID",3,Florida State,Florida State
1600,1992,west,2,7,LSU,"Boise, ID",2,Indiana,Indiana
1601,1992,west,3,1,UCLA,"Albuquerque, NM",12,New Mexico State,UCLA
1602,1992,west,3,3,Florida State,"Albuquerque, NM",2,Indiana,Indiana
1603,1992,west,4,1,UCLA,"Albuquerque, NM",2,Indiana,Indiana
1604,1992,final four,5,1,Duke,"Minneapolis, MN",2,Indiana,Duke
1605,1992,final four,5,4,Cincinnati,"Minneapolis, MN",6,Michigan,Michigan
1606,1992,final four,6,1,Duke,"Minneapolis, MN",6,Michigan,Duke
1607,1991,east,1,1,UNC,"Syracuse, NY",16,Northeastern,UNC
1608,1991,east,1,8,Princeton,"Syracuse, NY",9,Villanova,Villanova
1609,1991,east,1,5,Mississippi State,"Syracuse, NY",12,Eastern Michigan,Eastern Michigan
1610,1991,east,1,4,UCLA,"Syracuse, NY",13,Penn State,Penn State
1611,1991,east,1,6,North Carolina State,"College Park, MD",11,Southern Miss,North Carolina State
1612,1991,east,1,3,Oklahoma State,"College Park, MD",14,New Mexico,Oklahoma State
1613,1991,east,1,7,Purdue,"College Park, MD",10,Temple,Temple
1614,1991,east,1,2,Syracuse,"College Park, MD",15,Richmond,Richmond
1615,1991,east,2,1,UNC,"Syracuse, NY",9,Villanova,UNC
1616,1991,east,2,12,Eastern Michigan,"Syracuse, NY",13,Penn State,Eastern Michigan
1617,1991,east,2,6,North Carolina State,"College Park, MD",3,Oklahoma State,Oklahoma State
1618,1991,east,2,10,Temple,"College Park, MD",15,Richmond,Temple
1619,1991,east,3,1,UNC,"East Rutherford, NJ",12,Eastern Michigan,UNC
1620,1991,east,3,3,Oklahoma State,"East Rutherford, NJ",10,Temple,Temple
1621,1991,east,4,1,UNC,"East Rutherford, NJ",10,Temple,UNC
1622,1991,midwest,1,1,Ohio State,"Dayton, OH",16,Towson,Ohio State
1623,1991,midwest,1,8,Georgia Tech,"Dayton, OH",9,DePaul,Georgia Tech
1624,1991,midwest,1,5,Texas,"Dayton, OH",12,St. Peter's,Texas
1625,1991,midwest,1,4,St. John's (NY),"Dayton, OH",13,Northern Illinois,St. John's (NY)
1626,1991,midwest,1,6,LSU,"Minneapolis, MN",11,UConn,UConn
1627,1991,midwest,1,3,Nebraska,"Minneapolis, MN",14,Xavier,Xavier
1628,1991,midwest,1,7,Iowa,"Minneapolis, MN",10,ETSU,Iowa
1629,1991,midwest,1,2,Duke,"Minneapolis, MN",15,Louisiana-Monroe,Duke
1630,1991,midwest,2,1,Ohio State,"Dayton, OH",8,Georgia Tech,Ohio State
1631,1991,midwest,2,5,Texas,"Dayton, OH",4,St. John's (NY),St. John's (NY)
1632,1991,midwest,2,11,UConn,"Minneapolis, MN",14,Xavier,UConn
1633,1991,midwest,2,7,Iowa,"Minneapolis, MN",2,Duke,Duke
1634,1991,midwest,3,1,Ohio State,"Pontiac, MI",4,St. John's (NY),St. John's (NY)
1635,1991,midwest,3,11,UConn,"Pontiac, MI",2,Duke,Duke
1636,1991,midwest,4,4,St. John's (NY),"Pontiac, MI",2,Duke,Duke
1637,1991,southeast,1,1,Arkansas,"Atlanta, GA",16,Georgia State,Arkansas
1638,1991,southeast,1,8,Arizona State,"Atlanta, GA",9,Rutgers,Arizona State
1639,1991,southeast,1,5,Wake Forest,"Atlanta, GA",12,Louisiana Tech,Wake Forest
1640,1991,southeast,1,4,Alabama,"Atlanta, GA",13,Murray State,Alabama
1641,1991,southeast,1,6,Pitt,"Louisville, KY",11,Georgia,Pitt
1642,1991,southeast,1,3,Kansas,"Louisville, KY",14,New Orleans,Kansas
1643,1991,southeast,1,7,Florida State,"Louisville, KY",10,USC,Florida State
1644,1991,southeast,1,2,Indiana,"Louisville, KY",15,Coastal Carolina,Indiana
1645,1991,southeast,2,1,Arkansas,"Atlanta, GA",8,Arizona State,Arkansas
1646,1991,southeast,2,5,Wake Forest,"Atlanta, GA",4,Alabama,Alabama
1647,1991,southeast,2,6,Pitt,"Louisville, KY",3,Kansas,Kansas
1648,1991,southeast,2,7,Florida State,"Louisville, KY",2,Indiana,Indiana
1649,1991,southeast,3,1,Arkansas,"Charlotte, NC",4,Alabama,Arkansas
1650,1991,southeast,3,3,Kansas,"Charlotte, NC",2,Indiana,Kansas
1651,1991,southeast,4,1,Arkansas,"Charlotte, NC",3,Kansas,Kansas
1652,1991,west,1,1,UNLV,"Tucson, AZ",16,Montana,UNLV
1653,1991,west,1,8,Georgetown,"Tucson, AZ",9,Vanderbilt,Georgetown
1654,1991,west,1,5,Michigan State,"Tucson, AZ",12,Green Bay,Michigan State
1655,1991,west,1,4,Utah,"Tucson, AZ",13,South Alabama,Utah
1656,1991,west,1,6,New Mexico State,"Salt Lake City, UT",11,Creighton,Creighton
1657,1991,west,1,3,Seton Hall,"Salt Lake City, UT",14,Pepperdine,Seton Hall
1658,1991,west,1,7,Virginia,"Salt Lake City, UT",10,BYU,BYU
1659,1991,west,1,2,Arizona,"Salt Lake City, UT",15,Saint Francis (PA),Arizona
1660,1991,west,2,1,UNLV,"Tucson, AZ",8,Georgetown,UNLV
1661,1991,west,2,5,Michigan State,"Tucson, AZ",4,Utah,Utah
1662,1991,west,2,11,Creighton,"Salt Lake City, UT",3,Seton Hall,Seton Hall
1663,1991,west,2,10,BYU,"Salt Lake City, UT",2,Arizona,Arizona
1664,1991,west,3,1,UNLV,"Seattle, WA",4,Utah,UNLV
1665,1991,west,3,3,Seton Hall,"Seattle, WA",2,Arizona,Seton Hall
1666,1991,west,4,1,UNLV,"Seattle, WA",3,Seton Hall,UNLV
1667,1991,final four,5,2,Duke,"Indianapolis, IN",1,UNLV,Duke
1668,1991,final four,5,1,UNC,"Indianapolis, IN",3,Kansas,Kansas
1669,1991,final four,6,2,Duke,"Indianapolis, IN",3,Kansas,Duke
1670,1990,east,1,1,UConn,"Hartford, CT",16,Boston University,UConn
1671,1990,east,1,8,Indiana,"Hartford, CT",9,University of California,University of California
1672,1990,east,1,5,Clemson,"Hartford, CT",12,BYU,Clemson
1673,1990,east,1,4,La Salle,"Hartford, CT",13,Southern Miss,La Salle
1674,1990,east,1,6,St. John's (NY),"Atlanta, GA",11,Temple,St. John's (NY)
1675,1990,east,1,3,Duke,"Atlanta, GA",14,Richmond,Duke
1676,1990,east,1,7,UCLA,"Atlanta, GA",10,Alabama-Birmingham,UCLA
1677,1990,east,1,2,Kansas,"Atlanta, GA",15,Robert Morris,Kansas
1678,1990,east,2,1,UConn,"Hartford, CT",9,University of California,UConn
1679,1990,east,2,5,Clemson,"Hartford, CT",4,La Salle,Clemson
1680,1990,east,2,6,St. John's (NY),"Atlanta, GA",3,Duke,Duke
1681,1990,east,2,7,UCLA,"Atlanta, GA",2,Kansas,UCLA
1682,1990,east,3,1,UConn,"East Rutherford, NJ",5,Clemson,UConn
1683,1990,east,3,3,Duke,"East Rutherford, NJ",7,UCLA,Duke
1684,1990,east,4,1,UConn,"East Rutherford, NJ",3,Duke,Duke
1685,1990,midwest,1,1,Oklahoma,"Austin, TX",16,Towson,Oklahoma
1686,1990,midwest,1,8,UNC,"Austin, TX",9,Missouri State,UNC
1687,1990,midwest,1,5,Illinois,"Austin, TX",12,Dayton,Dayton
1688,1990,midwest,1,4,Arkansas,"Austin, TX",13,Princeton,Arkansas
1689,1990,midwest,1,6,Xavier,"Indianapolis, IN",11,Kansas State,Xavier
1690,1990,midwest,1,3,Georgetown,"Indianapolis, IN",14,Texas Southern,Georgetown
1691,1990,midwest,1,7,Georgia,"Indianapolis, IN",10,Texas,Texas
1692,1990,midwest,1,2,Purdue,"Indianapolis, IN",15,Louisiana-Monroe,Purdue
1693,1990,midwest,2,1,Oklahoma,"Austin, TX",8,UNC,UNC
1694,1990,midwest,2,12,Dayton,"Austin, TX",4,Arkansas,Arkansas
1695,1990,midwest,2,6,Xavier,"Indianapolis, IN",3,Georgetown,Xavier
1696,1990,midwest,2,10,Texas,"Indianapolis, IN",2,Purdue,Texas
1697,1990,midwest,3,8,UNC,"Dallas, TX",4,Arkansas,Arkansas
1698,1990,midwest,3,6,Xavier,"Dallas, TX",10,Texas,Texas
1699,1990,midwest,4,4,Arkansas,"Dallas, TX",10,Texas,Arkansas
1700,1990,southeast,1,1,Michigan State,"Knoxville, KY",16,Murray State,Michigan State
1701,1990,southeast,1,8,Houston,"Knoxville, KY",9,UCSB,UCSB
1702,1990,southeast,1,5,LSU,"Knoxville, KY",12,Villanova,LSU
1703,1990,southeast,1,4,Georgia Tech,"Knoxville, KY",13,ETSU,Georgia Tech
1704,1990,southeast,1,6,Minnesota,"Richmond, VA",11,UTEP,Minnesota
1705,1990,southeast,1,3,Missouri,"Richmond, VA",14,Northern Iowa,Northern Iowa
1706,1990,southeast,1,7,Virginia,"Richmond, VA",10,Notre Dame,Virginia
1707,1990,southeast,1,2,Syracuse,"Richmond, VA",15,Coppin State,Syracuse
1708,1990,southeast,2,1,Michigan State,"Knoxville, KY",9,UCSB,Michigan State
1709,1990,southeast,2,5,LSU,"Knoxville, KY",4,Georgia Tech,Georgia Tech
1710,1990,southeast,2,6,Minnesota,"Richmond, VA",14,Northern Iowa,Minnesota
1711,1990,southeast,2,7,Virginia,"Richmond, VA",2,Syracuse,Syracuse
1712,1990,southeast,3,1,Michigan State,"New Orleans, LA",4,Georgia Tech,Georgia Tech
1713,1990,southeast,3,6,Minnesota,"New Orleans, LA",2,Syracuse,Minnesota
1714,1990,southeast,4,4,Georgia Tech,"New Orleans, LA",6,Minnesota,Georgia Tech
1715,1990,west,1,1,UNLV,"Salt Lake City, UT",16,Arkansas-Little Rock,UNLV
1716,1990,west,1,8,Ohio State,"Salt Lake City, UT",9,Providence,Ohio State
1717,1990,west,1,5,Oregon State,"Salt Lake City, UT",12,Ball State,Ball State
1718,1990,west,1,4,Louisville,"Salt Lake City, UT",13,Idaho,Louisville
1719,1990,west,1,6,New Mexico State,"Long Beach, CA",11,Loyola Marymount,Loyola Marymount
1720,1990,west,1,3,Michigan,"Long Beach, CA",14,Illinois State,Michigan
1721,1990,west,1,7,Alabama,"Long Beach, CA",10,Colorado State,Alabama
1722,1990,west,1,2,Arizona,"Long Beach, CA",15,South Florida,Arizona
1723,1990,west,2,1,UNLV,"Salt Lake City, UT",8,Ohio State,UNLV
1724,1990,west,2,12,Ball State,"Salt Lake City, UT",4,Louisville,Ball State
1725,1990,west,2,11,Loyola Marymount,"Long Beach, CA",3,Michigan,Loyola Marymount
1726,1990,west,2,7,Alabama,"Long Beach, CA",2,Arizona,Alabama
1727,1990,west,3,1,UNLV,"Oakland, CA",12,Ball State,UNLV
1728,1990,west,3,11,Loyola Marymount,"Oakland, CA",7,Alabama,Loyola Marymount
1729,1990,west,4,1,UNLV,"Oakland, CA",11,Loyola Marymount,UNLV
1730,1990,final four,5,1,UNLV,"Denver, CO",4,Georgia Tech,UNLV
1731,1990,final four,5,4,Arkansas,"Denver, CO",3,Duke,Duke
1732,1990,final four,6,1,UNLV,"Denver, CO",3,Duke,UNLV
1733,1989,east,1,1,Georgetown,"Providence, RI",16,Princeton,Georgetown
1734,1989,east,1,8,Vanderbilt,"Providence, RI",9,Notre Dame,Notre Dame
1735,1989,east,1,5,North Carolina State,"Providence, RI",12,South Carolina,North Carolina State
1736,1989,east,1,4,Iowa,"Providence, RI",13,Rutgers,Iowa
1737,1989,east,1,6,Kansas State,"Greensboro, NC",11,Minnesota,Minnesota
1738,1989,east,1,3,Stanford,"Greensboro, NC",14,Siena,Siena
1739,1989,east,1,7,West Virginia,"Greensboro, NC",10,Tennessee,West Virginia
1740,1989,east,1,2,Duke,"Greensboro, NC",15,South Carolina State,Duke
1741,1989,east,2,1,Georgetown,"Providence, RI",9,Notre Dame,Georgetown
1742,1989,east,2,5,North Carolina State,"Providence, RI",4,Iowa,North Carolina State
1743,1989,east,2,11,Minnesota,"Greensboro, NC",14,Siena,Minnesota
1744,1989,east,2,7,West Virginia,"Greensboro, NC",2,Duke,Duke
1745,1989,east,3,1,Georgetown,"East Rutherford, NJ",5,North Carolina State,Georgetown
1746,1989,east,3,11,Minnesota,"East Rutherford, NJ",2,Duke,Duke
1747,1989,east,4,1,Georgetown,"East Rutherford, NJ",2,Duke,Duke
1748,1989,midwest,1,1,Illinois,"Indianapolis, IN",16,McNeese State,Illinois
1749,1989,midwest,1,8,Pitt,"Indianapolis, IN",9,Ball State,Ball State
1750,1989,midwest,1,5,Arkansas,"Indianapolis, IN",12,Loyola Marymount,Arkansas
1751,1989,midwest,1,4,Louisville,"Indianapolis, IN",13,Arkansas-Little Rock,Louisville
1752,1989,midwest,1,6,Georgia Tech,"Dallas, TX",11,Texas,Texas
1753,1989,midwest,1,3,Missouri,"Dallas, TX",14,Creighton,Missouri
1754,1989,midwest,1,7,Florida,"Dallas, TX",10,Colorado State,Colorado State
1755,1989,midwest,1,2,Syracuse,"Dallas, TX",15,Bucknell,Syracuse
1756,1989,midwest,2,1,Illinois,"Indianapolis, IN",9,Ball State,Illinois
1757,1989,midwest,2,5,Arkansas,"Indianapolis, IN",4,Louisville,Louisville
1758,1989,midwest,2,11,Texas,"Dallas, TX",3,Missouri,Missouri
1759,1989,midwest,2,10,Colorado State,"Dallas, TX",2,Syracuse,Syracuse
1760,1989,midwest,3,1,Illinois,"Minneapolis, MN",4,Louisville,Illinois
1761,1989,midwest,3,3,Missouri,"Minneapolis, MN",2,Syracuse,Syracuse
1762,1989,midwest,4,1,Illinois,"Minneapolis, MN",2,Syracuse,Illinois
1763,1989,southeast,1,1,Oklahoma,"Nashville, TN",16,ETSU,Oklahoma
1764,1989,southeast,1,8,La Salle,"Nashville, TN",9,Louisiana Tech,Louisiana Tech
1765,1989,southeast,1,5,Virginia,"Nashville, TN",12,Providence,Virginia
1766,1989,southeast,1,4,Florida State,"Nashville, TN",13,Middle Tennessee,Middle Tennessee
1767,1989,southeast,1,6,Alabama,"Atlanta, GA",11,South Alabama,South Alabama
1768,1989,southeast,1,3,Michigan,"Atlanta, GA",14,Xavier,Michigan
1769,1989,southeast,1,7,UCLA,"Atlanta, GA",10,Iowa State,UCLA
1770,1989,southeast,1,2,UNC,"Atlanta, GA",15,Southern,UNC
1771,1989,southeast,2,1,Oklahoma,"Nashville, TN",9,Louisiana Tech,Oklahoma
1772,1989,southeast,2,5,Virginia,"Nashville, TN",13,Middle Tennessee,Virginia
1773,1989,southeast,2,11,South Alabama,"Atlanta, GA",3,Michigan,Michigan
1774,1989,southeast,2,7,UCLA,"Atlanta, GA",2,UNC,UNC
1775,1989,southeast,3,1,Oklahoma,"Lexington, KY",5,Virginia,Virginia
1776,1989,southeast,3,3,Michigan,"Lexington, KY",2,UNC,Michigan
1777,1989,southeast,4,5,Virginia,"Lexington, KY",3,Michigan,Michigan
1778,1989,west,1,1,Arizona,"Boise, ID",16,Robert Morris,Arizona
1779,1989,west,1,8,Saint Mary's (CA),"Boise, ID",9,Clemson,Clemson
1780,1989,west,1,5,Memphis,"Boise, ID",12,DePaul,DePaul
1781,1989,west,1,4,UNLV,"Boise, ID",13,Idaho,UNLV
1782,1989,west,1,6,Oregon State,"Tucson, AZ",11,Evansville,Evansville
1783,1989,west,1,3,Seton Hall,"Tucson, AZ",14,Missouri State,Seton Hall
1784,1989,west,1,7,UTEP,"Tucson, AZ",10,LSU,UTEP
1785,1989,west,1,2,Indiana,"Tucson, AZ",15,George Mason,Indiana
1786,1989,west,2,1,Arizona,"Boise, ID",9,Clemson,Arizona
1787,1989,west,2,12,DePaul,"Boise, ID",4,UNLV,UNLV
1788,1989,west,2,11,Evansville,"Tucson, AZ",3,Seton Hall,Seton Hall
1789,1989,west,2,7,UTEP,"Tucson, AZ",2,Indiana,Indiana
1790,1989,west,3,1,Arizona,"Denver, CO",4,UNLV,UNLV
1791,1989,west,3,3,Seton Hall,"Denver, CO",2,Indiana,Seton Hall
1792,1989,west,4,4,UNLV,"Denver, CO",3,Seton Hall,Seton Hall
1793,1989,final four,5,3,Michigan,"Seattle, WA",1,Illinois,Michigan
1794,1989,final four,5,2,Duke,"Seattle, WA",3,Seton Hall,Seton Hall
1795,1989,final four,6,3,Michigan,"Seattle, WA",3,Seton Hall,Michigan
1796,1988,east,1,1,Temple,"Hartford, CT",16,Lehigh,Temple
1797,1988,east,1,8,Georgetown,"Hartford, CT",9,LSU,Georgetown
1798,1988,east,1,5,Georgia Tech,"Hartford, CT",12,Iowa State,Georgia Tech
1799,1988,east,1,4,Indiana,"Hartford, CT",13,Richmond,Richmond
1800,1988,east,1,6,Missouri,"Chapel Hill, NC",11,Rhode Island,Rhode Island
1801,1988,east,1,3,Syracuse,"Chapel Hill, NC",14,North Carolina A&T;,Syracuse
1802,1988,east,1,7,SMU,"Chapel Hill, NC",10,Notre Dame,SMU
1803,1988,east,1,2,Duke,"Chapel Hill, NC",15,Boston University,Duke
1804,1988,east,2,1,Temple,"Hartford, CT",8,Georgetown,Temple
1805,1988,east,2,5,Georgia Tech,"Hartford, CT",13,Richmond,Richmond
1806,1988,east,2,11,Rhode Island,"Chapel Hill, NC",3,Syracuse,Rhode Island
1807,1988,east,2,7,SMU,"Chapel Hill, NC",2,Duke,Duke
1808,1988,east,3,1,Temple,"East Rutherford, NJ",13,Richmond,Temple
1809,1988,east,3,11,Rhode Island,"East Rutherford, NJ",2,Duke,Duke
1810,1988,east,4,1,Temple,"East Rutherford, NJ",2,Duke,Duke
1811,1988,midwest,1,1,Purdue,"South Bend, IN",16,Fairleigh Dickinson,Purdue
1812,1988,midwest,1,8,Baylor,"South Bend, IN",9,Memphis,Memphis
1813,1988,midwest,1,5,DePaul,"South Bend, IN",12,Wichita State,DePaul
1814,1988,midwest,1,4,Kansas State,"South Bend, IN",13,La Salle,Kansas State
1815,1988,midwest,1,6,Kansas,"Lincoln, NE",11,Xavier,Kansas
1816,1988,midwest,1,3,North Carolina State,"Lincoln, NE",14,Murray State,Murray State
1817,1988,midwest,1,7,Vanderbilt,"Lincoln, NE",10,Utah State,Vanderbilt
1818,1988,midwest,1,2,Pitt,"Lincoln, NE",15,Eastern Michigan,Pitt
1819,1988,midwest,2,1,Purdue,"South Bend, IN",9,Memphis,Purdue
1820,1988,midwest,2,5,DePaul,"South Bend, IN",4,Kansas State,Kansas State
1821,1988,midwest,2,6,Kansas,"Lincoln, NE",14,Murray State,Kansas
1822,1988,midwest,2,7,Vanderbilt,"Lincoln, NE",2,Pitt,Vanderbilt
1823,1988,midwest,3,1,Purdue,"Pontiac, MI",4,Kansas State,Kansas State
1824,1988,midwest,3,6,Kansas,"Pontiac, MI",7,Vanderbilt,Kansas
1825,1988,midwest,4,4,Kansas State,"Pontiac, MI",6,Kansas,Kansas
1826,1988,southeast,1,1,Oklahoma,"Atlanta, GA",16,Chattanooga,Oklahoma
1827,1988,southeast,1,8,Auburn,"Atlanta, GA",9,Bradley,Auburn
1828,1988,southeast,1,5,Louisville,"Atlanta, GA",12,Oregon State,Louisville
1829,1988,southeast,1,4,BYU,"Atlanta, GA",13,Charlotte,BYU
1830,1988,southeast,1,6,Villanova,"Cincinnati, OH",11,Arkansas,Villanova
1831,1988,southeast,1,3,Illinois,"Cincinnati, OH",14,UTSA,Illinois
1832,1988,southeast,1,7,Maryland,"Cincinnati, OH",10,UCSB,Maryland
1833,1988,southeast,1,2,Kentucky,"Cincinnati, OH",15,Southern,Kentucky
1834,1988,southeast,2,1,Oklahoma,"Atlanta, GA",8,Auburn,Oklahoma
1835,1988,southeast,2,5,Louisville,"Atlanta, GA",4,BYU,Louisville
1836,1988,southeast,2,6,Villanova,"Cincinnati, OH",3,Illinois,Villanova
1837,1988,southeast,2,7,Maryland,"Cincinnati, OH",2,Kentucky,Kentucky
1838,1988,southeast,3,1,Oklahoma,"Birmingham, AL",5,Louisville,Oklahoma
1839,1988,southeast,3,6,Villanova,"Birmingham, AL",2,Kentucky,Villanova
1840,1988,southeast,4,1,Oklahoma,"Birmingham, AL",6,Villanova,Oklahoma
1841,1988,west,1,1,Arizona,"Los Angeles, CA",16,Cornell,Arizona
1842,1988,west,1,8,Seton Hall,"Los Angeles, CA",9,UTEP,Seton Hall
1843,1988,west,1,5,Iowa,"Los Angeles, CA",12,Florida State,Iowa
1844,1988,west,1,4,UNLV,"Los Angeles, CA",13,Missouri State,UNLV
1845,1988,west,1,6,Florida,"Salt Lake City, UT",11,St. John's (NY),Florida
1846,1988,west,1,3,Michigan,"Salt Lake City, UT",14,Boise State,Michigan
1847,1988,west,1,7,Wyoming,"Salt Lake City, UT",10,Loyola Marymount,Loyola Marymount
