,Year,Region,Round,Seed,Team,Location,OpponentSeed,Opponent,WinningTeam
2611,1968,final four,6,,UCLA,"Los Angeles, CA",,UNC,UCLA
2612,1967,east,1,,Princeton,"Blacksburg, VA",,West Virginia,Princeton
2613,1967,east,1,,St. John's (NY),"Blacksburg, VA",,Temple,St. John's (NY)
2614,1967,east,1,,Boston College,"Kingston, RI",,UConn,Boston College
2615,1967,east,2,,UNC,"College Park, MD",,Princeton,UNC
2616,1967,east,2,,St. John's (NY),"College Park, MD",,Boston College,Boston College
2617,1967,east,3,,UNC,"College Park, MD",,Boston College,UNC
2618,1967,mideast,1,,Dayton,"Lexington, KY",,Western Kentucky,Dayton
2619,1967,mideast,1,,Virginia Tech,"Lexington, KY",,Toledo,Virginia Tech
2620,1967,mideast,2,,Dayton,"Evanston, IL",,Tennessee,Dayton
2621,1967,mideast,2,,Indiana,"Evanston, IL",,Virginia Tech,Virginia Tech
2622,1967,mideast,3,,Dayton,"Evanston, IL",,Virginia Tech,Dayton
2623,1967,midwest,1,,Houston,"Fort Collins, CO",,New Mexico State,Houston
2624,1967,midwest,2,,Houston,"Lawrence, KS",,Kansas,Houston
2625,1967,midwest,2,,Louisville,"Lawrence, KS",,SMU,SMU
2626,1967,midwest,3,,Houston,"Lawrence, KS",,SMU,Houston
2627,1967,west,1,,UTEP,"Fort Collins, CO",,Seattle,UTEP
2628,1967,west,2,,UCLA,"Corvallis, OR",,Wyoming,UCLA
2629,1967,west,2,,UTEP,"Corvallis, OR",,Pacific,Pacific
2630,1967,west,3,,UCLA,"Corvallis, OR",,Pacific,UCLA
2631,1967,final four,5,,UCLA,"Louisville, KY",,Houston,UCLA
2632,1967,final four,5,,UNC,"Louisville, KY",,Dayton,Dayton
2633,1967,final four,6,,UCLA,"Louisville, KY",,Dayton,UCLA
2634,1966,east,1,,St. Joseph's,"Blacksburg, VA",,Providence,St. Joseph's
2635,1966,east,1,,Davidson,"Blacksburg, VA",,Rhode Island,Davidson
2636,1966,east,2,,Duke,"Raleigh, NC",,St. Joseph's,Duke
2637,1966,east,2,,Davidson,"Raleigh, NC",,Syracuse,Syracuse
2638,1966,east,3,,Duke,"Raleigh, NC",,Syracuse,Duke
2639,1966,mideast,1,,Dayton,"Kent, OH",,Miami (OH),Dayton
2640,1966,mideast,1,,Western Kentucky,"Kent, OH",,Loyola (IL),Western Kentucky
2641,1966,mideast,2,,Kentucky,"Iowa City, IA",,Dayton,Kentucky
2642,1966,mideast,2,,Western Kentucky,"Iowa City, IA",,Michigan,Michigan
2643,1966,mideast,3,,Kentucky,"Iowa City, IA",,Michigan,Kentucky
2644,1966,midwest,1,,UTEP,"Wichita, KS",,Oklahoma City,UTEP
2645,1966,midwest,2,,UTEP,"Lubbock, TX",,Cincinnati,UTEP
2646,1966,midwest,2,,SMU,"Lubbock, TX",,Kansas,Kansas
2647,1966,midwest,3,,UTEP,"Lubbock, TX",,Kansas,UTEP
2648,1966,west,1,,Houston,"Wichita, KS",,Colorado State,Houston
2649,1966,west,2,,Utah,"Los Angeles, CA",,Pacific,Utah
2650,1966,west,2,,Houston,"Los Angeles, CA",,Oregon State,Oregon State
2651,1966,west,3,,Utah,"Los Angeles, CA",,Oregon State,Utah
2652,1966,final four,5,,UTEP,"College Park, MD",,Utah,UTEP
2653,1966,final four,5,,Duke,"College Park, MD",,Kentucky,Kentucky
2654,1966,final four,6,,UTEP,"College Park, MD",,Kentucky,UTEP
2655,1965,east,1,,Princeton,"Philadelphia, PA",,Penn State,Princeton
2656,1965,east,1,,St. Joseph's,"Philadelphia, PA",,UConn,St. Joseph's
2657,1965,east,1,,Providence,"Philadelphia, PA",,West Virginia,Providence
2658,1965,east,2,,Princeton,"College Park, MD",,North Carolina State,Princeton
2659,1965,east,2,,St. Joseph's,"College Park, MD",,Providence,Providence
2660,1965,east,3,,Princeton,"College Park, MD",,Providence,Princeton
2661,1965,mideast,1,,Dayton,"Bowling Green State, KY",,Ohio,Dayton
2662,1965,mideast,1,,DePaul,"Bowling Green State, KY",,Eastern Kentucky,DePaul
2663,1965,mideast,2,,Michigan,"Lexington, KY",,Dayton,Michigan
2664,1965,mideast,2,,DePaul,"Lexington, KY",,Vanderbilt,Vanderbilt
2665,1965,mideast,3,,Michigan,"Lexington, KY",,Vanderbilt,Michigan
2666,1965,midwest,1,,Houston,"Lubbock, TX",,Notre Dame,Houston
2667,1965,midwest,2,,Wichita State,"Manhattan, KS",,SMU,Wichita State
2668,1965,midwest,2,,Houston,"Manhattan, KS",,Oklahoma State,Oklahoma State
2669,1965,midwest,3,,Wichita State,"Manhattan, KS",,Oklahoma State,Wichita State
2670,1965,west,1,,Oklahoma City,"Lubbock, TX",,Colorado State,Oklahoma City
2671,1965,west,2,,UCLA,"Provo, UT",,BYU,UCLA
2672,1965,west,2,,Oklahoma City,"Provo, UT",,San Francisco,San Francisco
2673,1965,west,3,,UCLA,"Provo, UT",,San Francisco,UCLA
2674,1965,final four,5,,UCLA,"Portland, OR",,Wichita State,UCLA
2675,1965,final four,5,,Princeton,"Portland, OR",,Michigan,Michigan
2676,1965,final four,6,,UCLA,"Portland, OR",,Michigan,UCLA
2677,1964,east,1,,Villanova,"Philadelphia, PA",,Providence,Villanova
2678,1964,east,1,,Princeton,"Philadelphia, PA",,Virginia Military Institute,Princeton
2679,1964,east,1,,UConn,"Philadelphia, PA",,Temple,UConn
2680,1964,east,2,,Duke,"Raleigh, NC",,Villanova,Duke
2681,1964,east,2,,Princeton,"Raleigh, NC",,UConn,UConn
2682,1964,east,3,,Duke,"Raleigh, NC",,UConn,Duke
2683,1964,mideast,1,,Loyola (IL),"Evanston, IL",,Murray State,Loyola (IL)
2684,1964,mideast,1,,Ohio,"Evanston, IL",,Louisville,Ohio
2685,1964,mideast,2,,Michigan,"Minneapolis, MN",,Loyola (IL),Michigan
2686,1964,mideast,2,,Kentucky,"Minneapolis, MN",,Ohio,Ohio
2687,1964,mideast,3,,Michigan,"Minneapolis, MN",,Ohio,Michigan
2688,1964,midwest,1,,UTEP,"Dallas, TX",,Texas A&M;,UTEP
2689,1964,midwest,1,,Creighton,"Dallas, TX",,Oklahoma City,Creighton
2690,1964,midwest,2,,Kansas State,"Wichita, KS",,UTEP,Kansas State
2691,1964,midwest,2,,Creighton,"Wichita, KS",,Wichita State,Wichita State
2692,1964,midwest,3,,Kansas State,"Wichita, KS",,Wichita State,Kansas State
2693,1964,west,1,,Seattle,"Eugene, OR",,Oregon State,Seattle
2694,1964,west,1,,Utah State,"Eugene, OR",,Arizona State,Utah State
2695,1964,west,2,,UCLA,"Corvallis, OR",,Seattle,UCLA
2696,1964,west,2,,Utah State,"Corvallis, OR",,San Francisco,San Francisco
2697,1964,west,3,,UCLA,"Corvallis, OR",,San Francisco,UCLA
2698,1964,final four,5,,UCLA,"Kansas City, MO",,Kansas State,UCLA
2699,1964,final four,5,,Michigan,"Kansas City, MO",,Duke,Duke
2700,1964,final four,6,,UCLA,"Kansas City, MO",,Duke,UCLA
2701,1963,east,1,,NYU,"Philadelphia, PA",,Pitt,NYU
2702,1963,east,1,,West Virginia,"Philadelphia, PA",,UConn,West Virginia
2703,1963,east,1,,St. Joseph's,"Philadelphia, PA",,Princeton,St. Joseph's
2704,1963,east,2,,Duke,"College Park, MD",,NYU,Duke
2705,1963,east,2,,West Virginia,"College Park, MD",,St. Joseph's,St. Joseph's
2706,1963,east,3,,Duke,"College Park, MD",,St. Joseph's,Duke
2707,1963,mideast,1,,Loyola (IL),"Evanston, IL",,Tennessee Tech,Loyola (IL)
2708,1963,mideast,1,,Bowling Green State,"Evanston, IL",,Notre Dame,Bowling Green State
2709,1963,mideast,2,,Loyola (IL),"East Lansing, MI",,Mississippi State,Loyola (IL)
2710,1963,mideast,2,,Bowling Green State,"East Lansing, MI",,Illinois,Illinois
2711,1963,mideast,3,,Loyola (IL),"East Lansing, MI",,Illinois,Loyola (IL)
2712,1963,midwest,1,,Texas,"Lubbock, TX",,UTEP,Texas
2713,1963,midwest,1,,Oklahoma City,"Lubbock, TX",,Colorado State,Oklahoma City
2714,1963,midwest,2,,Cincinnati,"Lawrence, KS",,Texas,Cincinnati
2715,1963,midwest,2,,Oklahoma City,"Lawrence, KS",,Colorado,Colorado
2716,1963,midwest,3,,Cincinnati,"Lawrence, KS",,Colorado,Cincinnati
2717,1963,west,1,,Oregon State,"Eugene, OR",,Seattle,Oregon State
2718,1963,west,1,,Arizona State,"Eugene, OR",,Utah State,Arizona State
2719,1963,west,2,,Oregon State,"Provo, UT",,San Francisco,Oregon State
2720,1963,west,2,,UCLA,"Provo, UT",,Arizona State,Arizona State
2721,1963,west,3,,Oregon State,"Provo, UT",,Arizona State,Oregon State
2722,1963,final four,5,,Loyola (IL),"Louisville, KY",,Duke,Loyola (IL)
2723,1963,final four,5,,Oregon State,"Louisville, KY",,Cincinnati,Cincinnati
2724,1963,final four,6,,Loyola (IL),"Louisville, KY",,Cincinnati,Loyola (IL)
2725,1962,east,1,,Wake Forest,"Philadelphia, PA",,Yale,Wake Forest
2726,1962,east,1,,NYU,"Philadelphia, PA",,UMass,NYU
2727,1962,east,1,,Villanova,"Philadelphia, PA",,West Virginia,Villanova
2728,1962,east,2,,Wake Forest,"College Park, MD",,St. Joseph's,Wake Forest
2729,1962,east,2,,NYU,"College Park, MD",,Villanova,Villanova
2730,1962,east,3,,Wake Forest,"College Park, MD",,Villanova,Wake Forest
2731,1962,mideast,1,,Western Kentucky,"Lexington, KY",,Detroit,Western Kentucky
2732,1962,mideast,1,,Butler,"Lexington, KY",,Bowling Green State,Butler
2733,1962,mideast,2,,Ohio State,"Iowa City, IA",,Western Kentucky,Ohio State
2734,1962,mideast,2,,Butler,"Iowa City, IA",,Kentucky,Kentucky
2735,1962,mideast,3,,Ohio State,"Iowa City, IA",,Kentucky,Ohio State
2736,1962,midwest,1,,Creighton,"Dallas, TX",,Memphis,Creighton
2737,1962,midwest,1,,Texas Tech,"Dallas, TX",,Air Force,Texas Tech
2738,1962,midwest,2,,Cincinnati,"Manhattan, KS",,Creighton,Cincinnati
2739,1962,midwest,2,,Texas Tech,"Manhattan, KS",,Colorado,Colorado
2740,1962,midwest,3,,Cincinnati,"Manhattan, KS",,Colorado,Cincinnati
2741,1962,west,1,,Utah State,"Corvallis, OR",,Arizona State,Utah State
2742,1962,west,1,,Oregon State,"Corvallis, OR",,Seattle,Oregon State
2743,1962,west,2,,UCLA,"Provo, UT",,Utah State,UCLA
2744,1962,west,2,,Pepperdine,"Provo, UT",,Oregon State,Oregon State
2745,1962,west,3,,UCLA,"Provo, UT",,Oregon State,UCLA
2746,1962,final four,5,,Cincinnati,"Louisville, KY",,UCLA,Cincinnati
2747,1962,final four,5,,Wake Forest,"Louisville, KY",,Ohio State,Ohio State
2748,1962,final four,6,,Cincinnati,"Louisville, KY",,Ohio State,Cincinnati
2749,1961,east,1,,Princeton,"New York, NY",,George Washington,Princeton
2750,1961,east,1,,St. Bonaventure,"New York, NY",,Rhode Island,St. Bonaventure
2751,1961,east,1,,Wake Forest,"New York, NY",,St. John's (NY),Wake Forest
2752,1961,east,2,,St. Joseph's,"Charlotte, NC",,Princeton,St. Joseph's
2753,1961,east,2,,St. Bonaventure,"Charlotte, NC",,Wake Forest,Wake Forest
2754,1961,east,3,,St. Joseph's,"Charlotte, NC",,Wake Forest,St. Joseph's
2755,1961,mideast,1,,Louisville,"Louisville, KY",,Ohio,Louisville
2756,1961,mideast,1,,Morehead State,"Louisville, KY",,Xavier,Morehead State
2757,1961,mideast,2,,Ohio State,"Louisville, KY",,Louisville,Ohio State
2758,1961,mideast,2,,Morehead State,"Louisville, KY",,Kentucky,Kentucky
2759,1961,mideast,3,,Ohio State,"Louisville, KY",,Kentucky,Ohio State
2760,1961,midwest,1,,Houston,"Houston, TX",,Marquette,Houston
2761,1961,midwest,2,,Cincinnati,"Lawrence, KS",,Texas Tech,Cincinnati
2762,1961,midwest,2,,Houston,"Lawrence, KS",,Kansas State,Kansas State
2763,1961,midwest,3,,Cincinnati,"Lawrence, KS",,Kansas State,Cincinnati
2764,1961,west,1,,USC,"Portland, OR",,Oregon,USC
2765,1961,west,1,,Arizona State,"Portland, OR",,Seattle,Arizona State
2766,1961,west,2,,Utah,"Portland, OR",,Loyola Marymount,Utah
2767,1961,west,2,,USC,"Portland, OR",,Arizona State,Arizona State
2768,1961,west,3,,Utah,"Portland, OR",,Arizona State,Utah
2769,1961,final four,5,,Cincinnati,"Kansas City, MO",,Utah,Cincinnati
2770,1961,final four,5,,St. Joseph's,"Kansas City, MO",,Ohio State,Ohio State
2771,1961,final four,6,,Cincinnati,"Kansas City, MO",,Ohio State,Cincinnati
2772,1960,east,1,,NYU,"New York, NY",,UConn,NYU
2773,1960,east,1,,West Virginia,"New York, NY",,Navy,West Virginia
2774,1960,east,1,,Duke,"New York, NY",,Princeton,Duke
2775,1960,east,2,,NYU,"Charlotte, NC",,West Virginia,NYU
2776,1960,east,2,,St. Joseph's,"Charlotte, NC",,Duke,Duke
2777,1960,east,3,,NYU,"Charlotte, NC",,Duke,NYU
2778,1960,mideast,1,,Western Kentucky,"Lexington, KY",,Miami (FL),Western Kentucky
2779,1960,mideast,1,,Ohio,"Lexington, KY",,Notre Dame,Ohio
2780,1960,mideast,2,,Ohio State,"Louisville, KY",,Western Kentucky,Ohio State
2781,1960,mideast,2,,Ohio,"Louisville, KY",,Georgia Tech,Georgia Tech
2782,1960,mideast,3,,Ohio State,"Louisville, KY",,Georgia Tech,Ohio State
2783,1960,midwest,1,,DePaul,"Chicago, IL",,Air Force,DePaul
2784,1960,midwest,2,,Cincinnati,"Manhattan, KS",,DePaul,Cincinnati
2785,1960,midwest,2,,Texas,"Manhattan, KS",,Kansas,Kansas
2786,1960,midwest,3,,Cincinnati,"Manhattan, KS",,Kansas,Cincinnati
2787,1960,west,1,,University of California,"San Francisco, CA",,Idaho State,University of California
2788,1960,west,1,,Utah,"Provo, UT",,USC,Utah
2789,1960,west,1,,Oregon,"Corvallis, OR",,New Mexico State,Oregon
2790,1960,west,2,,University of California,"Seattle, WA",,Santa Clara,University of California
2791,1960,west,2,,Utah,"Seattle, WA",,Oregon,Oregon
2792,1960,west,3,,University of California,"Seattle, WA",,Oregon,University of California
2793,1960,final four,5,,Ohio State,"San Francisco, CA",,NYU,Ohio State
2794,1960,final four,5,,Cincinnati,"San Francisco, CA",,University of California,University of California
2795,1960,final four,6,,Ohio State,"San Francisco, CA",,University of California,Ohio State
2796,1959,east,1,,West Virginia,"New York, NY",,Dartmouth,West Virginia
2797,1959,east,1,,Navy,"New York, NY",,UNC,Navy
2798,1959,east,1,,Boston University,"New York, NY",,UConn,Boston University
2799,1959,east,2,,West Virginia,"Charlotte, NC",,St. Joseph's,West Virginia
2800,1959,east,2,,Navy,"Charlotte, NC",,Boston University,Boston University
2801,1959,east,3,,West Virginia,"Charlotte, NC",,Boston University,West Virginia
2802,1959,mideast,1,,Louisville,"Lexington, KY",,Eastern Kentucky,Louisville
2803,1959,mideast,1,,Marquette,"Lexington, KY",,Bowling Green State,Marquette
2804,1959,mideast,2,,Louisville,"Evanston, IL",,Kentucky,Louisville
2805,1959,mideast,2,,Marquette,"Evanston, IL",,Michigan State,Michigan State
2806,1959,mideast,3,,Louisville,"Evanston, IL",,Michigan State,Louisville
2807,1959,midwest,1,,DePaul,"Portland, OR",,Portland,DePaul
2808,1959,midwest,2,,Cincinnati,"Lawrence, KS",,Texas Christian,Cincinnati
2809,1959,midwest,2,,DePaul,"Lawrence, KS",,Kansas State,Kansas State
2810,1959,midwest,3,,Cincinnati,"Lawrence, KS",,Kansas State,Cincinnati
2811,1959,west,1,,Idaho State,"Las Cruces, NM",,New Mexico State,Idaho State
2812,1959,west,2,,University of California,"San Francisco, CA",,Utah,University of California
2813,1959,west,2,,Idaho State,"San Francisco, CA",,Saint Mary's (CA),Saint Mary's (CA)
2814,1959,west,3,,University of California,"San Francisco, CA",,Saint Mary's (CA),University of California
2815,1959,final four,5,,University of California,"Louisville, KY",,Cincinnati,University of California
2816,1959,final four,5,,Louisville,"Louisville, KY",,West Virginia,West Virginia
2817,1959,final four,6,,University of California,"Louisville, KY",,West Virginia,University of California
2818,1958,east,1,,Maryland,"New York, NY",,Boston College,Maryland
2819,1958,east,1,,Manhattan,"New York, NY",,West Virginia,Manhattan
2820,1958,east,1,,Dartmouth,"New York, NY",,UConn,Dartmouth
2821,1958,east,2,,Temple,"Charlotte, NC",,Maryland,Temple
2822,1958,east,2,,Manhattan,"Charlotte, NC",,Dartmouth,Dartmouth
2823,1958,east,3,,Temple,"Charlotte, NC",,Dartmouth,Temple
2824,1958,mideast,1,,Miami (OH),"Evanston, IL",,Pitt,Miami (OH)
2825,1958,mideast,1,,Notre Dame,"Evanston, IL",,Tennessee Tech,Notre Dame
2826,1958,mideast,2,,Kentucky,"Lexington, KY",,Miami (OH),Kentucky
2827,1958,mideast,2,,Indiana,"Lexington, KY",,Notre Dame,Notre Dame
2828,1958,mideast,3,,Kentucky,"Lexington, KY",,Notre Dame,Kentucky
2829,1958,midwest,1,,Oklahoma State,"Stillwater, OK",,Loyola (LA),Oklahoma State
2830,1958,midwest,2,,Kansas State,"Lawrence, KS",,Cincinnati,Kansas State
2831,1958,midwest,2,,Arkansas,"Lawrence, KS",,Oklahoma State,Oklahoma State
2832,1958,midwest,3,,Kansas State,"Lawrence, KS",,Oklahoma State,Kansas State
2833,1958,west,1,,Seattle,"Berkeley, CA",,Wyoming,Seattle
2834,1958,west,1,,Idaho State,"Berkeley, CA",,Arizona State,Idaho State
2835,1958,west,2,,Seattle,"San Francisco, CA",,San Francisco,Seattle
2836,1958,west,2,,Idaho State,"San Francisco, CA",,University of California,University of California
2837,1958,west,3,,Seattle,"San Francisco, CA",,University of California,Seattle
2838,1958,final four,5,,Kentucky,"Louisville, KY",,Temple,Kentucky
2839,1958,final four,5,,Kansas State,"Louisville, KY",,Seattle,Seattle
2840,1958,final four,6,,Kentucky,"Louisville, KY",,Seattle,Kentucky
2841,1957,east,1,,UNC,"New York, NY",,Yale,UNC
2842,1957,east,1,,Canisius,"New York, NY",,West Virginia,Canisius
2843,1957,east,1,,Syracuse,"New York, NY",,UConn,Syracuse
2844,1957,east,2,,UNC,"Philadelphia, PA",,Canisius,UNC
2845,1957,east,2,,Lafayette,"Philadelphia, PA",,Syracuse,Syracuse
2846,1957,east,3,,UNC,"Philadelphia, PA",,Syracuse,UNC
2847,1957,mideast,1,,Notre Dame,"Columbus, OH",,Miami (OH),Notre Dame
2848,1957,mideast,1,,Pitt,"Columbus, OH",,Morehead State,Pitt
2849,1957,mideast,2,,Michigan State,"Lexington, KY",,Notre Dame,Michigan State
2850,1957,mideast,2,,Pitt,"Lexington, KY",,Kentucky,Kentucky
2851,1957,mideast,3,,Michigan State,"Lexington, KY",,Kentucky,Michigan State
2852,1957,midwest,1,,Oklahoma City,"Oklahoma City, OK",,Loyola (LA),Oklahoma City
2853,1957,midwest,2,,Kansas,"Dallas, TX",,SMU,Kansas
2854,1957,midwest,2,,Saint Louis,"Dallas, TX",,Oklahoma City,Oklahoma City
2855,1957,midwest,3,,Kansas,"Dallas, TX",,Oklahoma City,Kansas
2856,1957,west,1,,Idaho State,"Pocatello, ID",,Hardin-Simmons,Idaho State
2857,1957,west,2,,San Francisco,"Corvallis, OR",,Idaho State,San Francisco
2858,1957,west,2,,BYU,"Corvallis, OR",,University of California,University of California
2859,1957,west,3,,San Francisco,"Corvallis, OR",,University of California,San Francisco
2860,1957,final four,5,,UNC,"Kansas City, MO",,Michigan State,UNC
2861,1957,final four,5,,San Francisco,"Kansas City, MO",,Kansas,Kansas
2862,1957,final four,6,,UNC,"Kansas City, MO",,Kansas,UNC
2863,1956,east,1,,Temple,"New York, NY",,Holy Cross,Temple
2864,1956,east,1,,UConn,"New York, NY",,Manhattan,UConn
2865,1956,east,1,,Dartmouth,"New York, NY",,West Virginia,Dartmouth
2866,1956,east,1,,Canisius,"New York, NY",,North Carolina State,Canisius
2867,1956,east,2,,Temple,"Philadelphia, PA",,UConn,Temple
2868,1956,east,2,,Dartmouth,"Philadelphia, PA",,Canisius,Canisius
2869,1956,east,3,,Temple,"Philadelphia, PA",,Canisius,Temple
2870,1956,midwest,1,,Morehead State,"Fort Wayne, IN",,Marshall,Morehead State
2871,1956,midwest,1,,Wayne State (MI),"Fort Wayne, IN",,DePaul,Wayne State (MI)
2872,1956,midwest,2,,Iowa,"Iowa City, IA",,Morehead State,Iowa
2873,1956,midwest,2,,Wayne State (MI),"Iowa City, IA",,Kentucky,Kentucky
2874,1956,midwest,3,,Iowa,"Iowa City, IA",,Kentucky,Iowa
2875,1956,west,1,,SMU,"Wichita, KS",,Texas Tech,SMU
2876,1956,west,1,,Oklahoma City,"Wichita, KS",,Memphis,Oklahoma City
2877,1956,west,2,,SMU,"Evanston, IL",,Houston,SMU
2878,1956,west,2,,Kansas State,"Evanston, IL",,Oklahoma City,Oklahoma City
2879,1956,west,3,,SMU,"Evanston, IL",,Oklahoma City,SMU
2880,1956,final four,5,,San Francisco,"Evanston, IL",,SMU,San Francisco
2881,1956,final four,5,,Temple,"Evanston, IL",,Iowa,Iowa
2882,1956,final four,6,,San Francisco,"Evanston, IL",,Iowa,San Francisco
2883,1955,east,1,,La Salle,"Philadelphia, PA",,Princeton,La Salle
2884,1955,east,1,,Villanova,"New York, NY",,Duke,Villanova
2885,1955,east,1,,Canisius,"New York, NY",,Williams,Canisius
2886,1955,east,1,,Marquette,"Lexington, KY",,Miami (OH),Marquette
2887,1955,east,1,,Penn State,"Lexington, KY",,Memphis,Penn State
2888,1955,east,2,,La Salle,"Philadelphia, PA",,Princeton,La Salle
2889,1955,east,2,,Villanova,"Philadelphia, PA",,Canisius,Canisius
2890,1955,east,2,,Kentucky,"Evanston, IL",,Marquette,Marquette
2891,1955,east,2,,Penn State,"Evanston, IL",,Iowa,Iowa
2892,1955,east,3,,La Salle,"Philadelphia, PA",,Canisius,La Salle
2893,1955,east,3,,Marquette,"Evanston, IL",,Iowa,Iowa
2894,1955,east,4,,La Salle,"Kansas City, MO",,Iowa,La Salle
2895,1955,west,1,,San Francisco,"San Francisco, CA",,West Texas A&M;,San Francisco
2896,1955,west,1,,Seattle,"San Francisco, CA",,Idaho State,Seattle
2897,1955,west,1,,Bradley,"New York, NY",,Oklahoma City,Bradley
2898,1955,west,2,,San Francisco,"Corvallis, OR",,Utah,San Francisco
2899,1955,west,2,,Seattle,"Corvallis, OR",,Oregon State,Oregon State
2900,1955,west,2,,SMU,"Manhattan, KS",,Bradley,Bradley
2901,1955,west,2,,Tulsa,"Manhattan, KS",,Colorado,Colorado
2902,1955,west,3,,San Francisco,"Corvallis, OR",,Oregon State,San Francisco
2903,1955,west,3,,Bradley,"Manhattan, KS",,Colorado,Colorado
2904,1955,west,4,,San Francisco,"Kansas City, MO",,Colorado,San Francisco
2905,1954,east,1,,La Salle,"Buffalo, NY",,Fordham,La Salle
2906,1954,east,1,,North Carolina State,"Durham, NC",,George Washington,North Carolina State
2907,1954,east,1,,Navy,"Buffalo, NY",,UConn,Navy
2908,1954,east,1,,Notre Dame,"Fort Wayne, IN",,Loyola (LA),Notre Dame
2909,1954,east,1,,Penn State,"Fort Wayne, IN",,Toledo,Penn State
2910,1954,east,2,,La Salle,"Philadelphia, PA",,North Carolina State,La Salle
2911,1954,east,2,,Cornell,"Philadelphia, PA",,Navy,Navy
2912,1954,east,2,,Indiana,"Iowa City, IA",,Notre Dame,Notre Dame
2913,1954,east,2,,LSU,"Iowa City, IA",,Penn State,Penn State
2914,1954,east,3,,La Salle,"Philadelphia, PA",,Navy,La Salle
2915,1954,east,3,,Notre Dame,"Iowa City, IA",,Penn State,Penn State
2916,1954,east,4,,La Salle,"Kansas City, MO",,Penn State,La Salle
2917,1954,west,1,,Bradley,"Peoria, IL",,Oklahoma City,Bradley
2918,1954,west,1,,Santa Clara,"Corvallis, OR",,Texas Tech,Santa Clara
2919,1954,west,1,,Idaho State,"Corvallis, OR",,Seattle,Idaho State
2920,1954,west,2,,Bradley,"Stillwater, OK",,Colorado,Bradley
2921,1954,west,2,,Rice,"Stillwater, OK",,Oklahoma State,Oklahoma State
2922,1954,west,2,,Colorado State,"Corvallis, OR",,Santa Clara,Santa Clara
2923,1954,west,2,,Idaho State,"Corvallis, OR",,USC,USC
2924,1954,west,3,,Bradley,"Stillwater, OK",,Oklahoma State,Bradley
2925,1954,west,3,,Santa Clara,"Corvallis, OR",,USC,USC
2926,1954,west,4,,Bradley,"Kansas City, MO",,USC,Bradley
2927,1953,east,1,,DePaul,"Fort Wayne, IN",,Miami (OH),DePaul
2928,1953,east,1,,Notre Dame,"Fort Wayne, IN",,Eastern Kentucky,Notre Dame
2929,1953,east,1,,Holy Cross,"Philadelphia, PA",,Navy,Holy Cross
2930,1953,east,1,,Lebanon Valley,"Philadelphia, PA",,Fordham,Lebanon Valley
2931,1953,east,2,,Indiana,"Chicago, IL",,DePaul,Indiana
